date,Legal action,accident_count,agencies,article,author,byline,cited_orgs,completed,date,dominant_topics,footage,how_many_vehicles,injured_number,injured_specific,kicker,killed_number,killed_specific,language,larger_context,link,location,location.1,news_type,ongoing_coverage,order_id,other,pk,potential_causes,rater,rater_notes,rationalized_causes,rationalized_topics,relevance_ranking,report_type,reporter,responsible,road_crash_liable,show,solutions_discussed,source,specific_incident,statistics,statistics_scope,survey,time_od_day,title,tone,transport_categories,vehicle_type
2014-12-01,,,,"MANILA - Another motorist has complained of the alleged abusive behavior of traffic constable Jorbe Adriatico last month. MMDA Chairman Francis Tolentino, however, said it was the female motorist who cursed Adriatico and said the incident has nothing to do with Adriatico's mauling by a Maserati driver. Adriatico earlier accused Maserati driver Joseph Russel Ingco of grabbing his cellphone, punching him and beside his vehicle after he allegedly took a video of Ingco last week. Ingco, however, told TV Patrol that it was the traffic enforcer who slapped him, and threatened to kill him. ""Actually, dinuduraan pa niya ako e,"" Ingco told TV Patrol. In an interview with ABS-CBN News, law student ""Grace"" said Adriatico when she asked for the constable's assistance when she figured in a road collision along Banawe in Quezon City. Grace said she asked for Adriatico's help after another car bumped her vehicle on Banawe. Instead of helping her, Adriatico merely swore at her and spat on the ground. ""P***na, hindi ko responsibilidad yan. Letse, sabay dura siya sa harap ko,"" she said. She said Adriatico also whipped out his phone and started recording her on video. ""Gigil na gigil siya. Sobrang galit. 'Akala mo kung sino ka, o, trending ka.' Sobra akong na-violate. Lumiit yung tingin ko sa pagkababae ko,"" she said. She said Adriatico also came in conflict with a lawyer in October. Grace said she was prevailed upon by a concerned citizen not to pursue the argument with Adriatico. She also said she came out not to support Ingco but only to reveal Adriatico's behavior. ""Kung lalaki ako, mabubugbog ko rin siya...Mare-realize din ng Adriatico na dapat medyo dahan dahan din siya na hindi lahat ay pagbibigyan na lang siya,"" she said. Several people in Banawe also claimed the constable has the habit of cursing and flashing the dirty finger on people whom he runs in conflict with. Adriatico has denied the allegations, saying he never cursed Grace during the altercation. ""Hindi po ako nagmura sa kanya, siya ang nagmura sa akin. Pinalaki kami ng magulang ko sa maayos,"" he said. Adriatico is expected to ask the Land Transportation Office to revoke Ingco's license. On the other hand, MMDA Chairman Francis Tolentino said it was actually Grace who started cursing Adriatico during the traffic incident. Speaking to Mornings@ANC, the MMDA chief said Grace's complaint is meant to muddle the issue and came out only after Ingco accused Adriatico of abuse. ""These are two unrelated issues. The Banawe issue is not related to the Maserati mauling incident. The lady law student came out days after it was announced by the Ingco camp that a lady complainant would be coming out and so indeed a lady complainant came out,"" he said. ""All the things that the lady law student has narrated has nothing to do with the Maserati case. I think this is trying to confuse the issue and it will not be admitted in the rules of evidence pursuant to the rules of court,"" he added. In the ANC interview, Tolentino said Grace's car was illegally parked at Banawe Avenue and was bumped by another vehicle. He said Grace asked for Adriatico's help but the owner of the second vehicle went into a building and took some time getting out. ""Nung matagal bumaba, siya naman ang minumura ng babae kaya vinideo niya,"" he said. The MMDA chairman said Adriatico was able to settle the differences between the two car owners since Grace's car had only a minor scratch. Tolentino cautioned against looking at the second complaint as proof that Adriatico is prone to abuse. ""If you confuse everything, hahanapan mo na rin ng kaso si Mr. Ingco, which is unfair,"" he said. He said MMDA personnel are always on the receiving end of complaints. ""Lahat ng na-assign namin sa luhar na heavily occupied by street vendors, illegally parked vehicles such as Baclaran, EDSA Taft Balintawak, wala hong nakasundong tao dun kasi galit sila kapag pinaalis sa bangketa,"" he said. He also said Adriatico's alleged abusive behavior towards Grace cannot be used as evidence in the Maserati incident. Even Ingco's claim that he was verbally abused by Adriatico must be proven in court, he said. What will stand in court, he said, is Adriatico's broken nose. ""Yung Maserati event, pagmumura dapat patunayan yun. The physical evidence right now is the broken nose. Inopera e. That will stand in court,"" he said. He also challenged Ingco to identify his passenger, who was on the Maserati during the alleged mauling. Meanwhile, a third motorist has complained of allegedly committed by Adriatico, the traffic constable who was punched by a Maserati driver in Quezon City last week. In a letter read on air by DZMM anchor Ted Failon, a female motorist accused Adriatico of punching her car and shouting hurtful words at her last February 27, 2013. The letter is addressed to Metropolitan Manila Development Authority (MMDA) Chairman Francis Tolentino. In her complaint, the motorist said she was trying to make a U-turn on Quezon Avenue corner Roces when she was cut off by a jeepney at around 1:15 p.m. on February 27, 2013. This forced her to transfer to the outer lane before the U-turn slot. The motorist said she noticed an MMDA enforcer on Quezon Avenue, prompting her to honk her horn to ask for assistance. Instead of helping her, the enforcer allegedly punched her car out of anger. The motorist said she got out of her car to ask what was wrong but the enforcer, identified as Adriatico, started staying hurtful words. In the letter, the motorist said Adriatico's superior, identified only as a certain MMDA enforcer Braganza, witnessed the incident and told the constable to apologize. Instead of apologizing, Adriatico allegedly took her picture and continued to threaten her. She said Braganza apologized for Adriatico's behavior and said he would report the constable's insubordination. The motorist said she was surprised to see that her car was damaged because of Adriatico's punch. She said she called the MMDA Chairman's office to complain and was informed that to file a formal complaint in writing. The MMDA has yet to issue a statement on the motorist's complaint.",,ABS-CBNnews.com,Metropolitan Manila Development Authority,yes,2014-12-01 00:00:00,enforcement of existing lawsordinances,,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/12/01/14/second-motorist-complains-abuse-tolentino-defends-constable,,"quezon city, quezon, manila",text,#maserati,35.0,,1552.0,,mavie,"This is part of an ongoing story about the altercation between Maserati driver, Joseph Russel Ingco and MMDA traffic enforcer, Jorbe Adriatico. ",,traffic enforcement and violations,8.0,Straight News,,,,,,abs-cbnnews,yes,no,,,,"Second motorist complains of abuse, Tolentino defends constable",Neutral,,
2014-12-01,,,,"MANILA  A motorist who claimed to be a cop shoved a Metropolitan Manila Development Authority (MMDA) traffic constable on Monday. MMDA Traffic Discipline Office chief Cris Saruca said Michael Baluyot figured in an altercation with a motorist along the southbound lane of EDSA-Santolan. Saruca said Baluyot apprehended the motorist who was on the wrong lane while driving towards the flyover. The motorist, who claimed to be a police colonel working in Camp Crame, allegedly shoved the traffic enforcer when the latter accidentally hit his car's side mirror, Saruca said. The motorist then immediately fled after shoving Baluyot, but MMDA enforcers managed to catch him in EDSA-Connecticut area. Baluyot and the motorist, however, settled their differences and agreed not to file charges against each other. This incident comes after an MMDA traffic constable, Jorbe Adriatico, accused a Maserati driver of beating him up. ","report from Dennis Datu, dzMM",ABS-CBNnews.com,Metropolitan Manila Development Authority,yes,2014-12-01 00:00:00,"enforcement of existing lawsordinances,road rage",,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/12/01/14/motorist-shoves-mmda-traffic-enforcer-says-hes-cop,,manila,text,#maserati,90.0,,2301.0,,mavie,MMDA traffic enforcer Michael Baluyot was allegedly shoved by a motorist claiming to be a policeman.,,traffic enforcement and violations,7.0,Straight News,,,,,,abs-cbnnews,yes,,,,,"Motorist shoves MMDA traffic enforcer, says he's a cop",Neutral,,
2014-07-01,,,,"MANILA, PhilippinesA Quezon City councilor is seeking changes in local traffic laws, including the hours of the city-enforced truck ban. In separate proposals District 4 Councilor Raquel Malagen sought to move the hours when trucks are allowed on Quezon Citys major roads as well as to provide penalties against pedicab drivers who violate traffic regulations. Malagen suggested that cargo trucks be allowed on the citys streets only from 9 p.m. to 5 a.m., except on Sundays and holidays, and that they be disallowed from passing through or parking on any thoroughfare to wait for the allowable hours.",,"4:12 AM | Tuesday, July 1st, 2014",,yes,2014-07-01 00:00:00,truck ban,,,,,,,,english,,http://newsinfo.inquirer.net/615743/councilor-wants-qc-version-of-truck-ban,,"quezon, quezon city",text,,706.0,,313.0,,pia,,,truck ban,5.0,Straight News,,,,,,inquirer,no,,,,,Councilor wants QC version of truck ban | Inquirer News,,,
2014-07-04,,,,"President Aquino should order the lifting of the truck ban in the City of Manila, which has contributed to the recent rise in consumer prices and has made it more expensive for businesses to operate in the country. According to one of the countrys top economists, Manilas truck ban, ordered by former President and city Mayor Joseph Ejercito Estrada, has failed to achieve its desired effects. Revoke the ban because its just creating traffic in other places and goods arent getting delivered, University of Asia & the Pacific economist Victor Abola said. Speaking during the First Metro Investment Corp.s mid-year economic briefing, Abola said Malacaang should step in and force Manilas local government to lift the truck ban, given the repercussions on the broader economy. Its just throwing everything into chaos, Abola said. A study by Citigroup last March showed that losses due to the truck ban could reach as much as P320 billion, or the equivalent of 5 percent of gross domestic product (GDP). This dwarfs the potential benefits of P30 billion in real terms from the reduced traffic arising from the truck ban. This new policy bans eight-wheelers and vehicles with a gross weight of above 4,500 kilos from plying Manilas streets between 5 a.m. and 9 p.m. in an apparent bid to ease traffic as construction starts on key projects such as the roads linking the North and South Luzon expressways. There is a temporary concession to allow trucks to ply the streets between 10 a.m. and 3 p.m. Abola said recent reports from importers painted a grim picture. Before the truck ban, it used to take an average of two to three days to unload goods from ships at Manilas ports. Now its up to two to four weeks to get their goods brought down to the port, Abola said. He said these delays have contributed to the tight supply of food in the country, which has pushed average consumer prices up. Nine analysts polled by the Inquirer this week said inflation could reach at least 4.6 percent in June, accelerating from 4.5 percent in May. If the projections were correct, inflation would be at its highest in two and a half years. Paolo G. Montecillo",,"12:12 AM | Friday, July 4th, 2014",,yes,2014-07-04 00:00:00,truck ban,,,,,,,,english,,http://business.inquirer.net/174075/economist-slams-chaos-brought-on-by-truck-ban,,,text,,493.0,,554.0,,pia,,,truck ban,5.0,Straight News,,,,,,inquirer,no,,,,,Economist slams chaos brought on by truck ban | Inquirer Business,,,
2014-12-01,,,,"Traffic jams are getting worse every day in Metro Manila and environs. This situation is exacerbated by stupid planning and the lack of coordination among government agencies in charge of transportation and traffic enforcement and concerned local government units. Last Saturday, friends and I had a birthday lunch in Chinatown. We left a press forum at Annabels in Quezon City in two cars at 12 noon. We had the birthday lunch in just a little over an hour, but we didnt get home until 7 p.m. The reason: traffic jams all over Metro Manila. We took Quezon Avenue, Espaa, Quiapo, and up Quezon Bridge. At the foot of the bridge at Plaza Bonifacio, we turned right to the tunnel under Sta. Cruz Bridge, planning to come out at the service road between the Post Office and the Postal Savings Bank to turn right at Jones Bridge and then to Chinatown. In the tunnel, however, debris was scattered across the road. The street was being repaired but there was no worker in sight. It was as if the road repair job had been abandoned. There was no sign that the road was closed to traffic. The site is just five minutes from the head office of the Department of Public Works and Highways in the Port Area. We turned back, went through Intramuros and came out of the Walled City near the office of the Bureau of Immigration beside the Pasig River. We were planning to use the road beside the river to reach the foot of Jones Bridge. But that road was also closed. We turned back again, went past City Hall and the National Museum and around the rotunda to reach the flyover to Jones Bridge, but the traffic there was hardly moving. We moved by inches, literally. It took us more than an hour to get to Jones Bridge. At its foot is the welcome arch to Chinatown. But there was no welcome; that part of the road was also closed. We had to go around a few blocks to get to the street just after the arch. The street under the arch had been cemented over. The part was no more than 10 or 15 square meters long, but it held up traffic for nearly a kilometer. Past the Binondo Church, Chinatown traffic is always congested. In spite of the fact that the streets are narrow, double parking is allowed. Again, we had to literally crawl forward. The lunch host and guide, Inquirer food columnist and Manila Hotel crooner Margaux Salcedo, who came from Makati, texted that she also had to crawl through traffic to get to our restaurant. When we found parking places, we left the cars and walked the rest of the way to the Hole in the Wall where we had a quick Chinese lunch. Then we started to walk back to the cars, but a downpour prevented some of us from even crossing the street. We waited it out in another restaurant. Finally, we were in the cars and got out of Chinatown at Plaza Sta. Cruz and across the bridge, past City Hall, the National Museum and around the rotunda again, across the bridge to Mendiola, turned right toward Malacaang, then to Sta. Mesa and Quezon City. At Quezon Avenue, the Elliptical Road, Commonwealth Avenue and all connecting streets, traffic was crawling again. These are very wide streets. Commonwealth is the widest in the Philippines and traffic there was never that heavy except when the Iglesia ni Cristo held one of its birthday bashes. The reason this time: The Quezon City government was holding a marathon in the streets after an only-one-day notice. A marathon on city streets during the evening rush hours, on a Saturday after payday, at the same time that malls were having their Christmas sales? Isnt that stupid? We made shortcuts through two private subdivisions and came out on Congressional Avenue where we found the traffic also hardly moving. The reason: those infernal road reblocking projectsagain. Huge cement mixers, giant cranes, and jackhammers were blocking two lanes of the avenue; only one lane was left for the long line of vehicles that included huge cargo trucks and trailers. There were no sign of workers on the job. It seemed all the road workers had taken a holiday. That trip to Chinatown took us seven hours, the same time it takes to drive from Quezon City to Baguio and back. What I and many other motorists cannot understand is this: Congressional Avenue Extension is a relatively new street, but it has already been repaired several times, although there wasnt anything wrong with it. Private contractors would just arrive with jackhammers and tear up perfectly good streets, then pour new concrete into the holes. This is also happening in many other streets. Isnt that a waste of the peoples money just to make some contractors so happy that they would be willing to share some of their profits? In the meantime, many other streets in the provinces are not being repaired allegedly for lack of funds. Another puzzler: Cant the DPWH, the Metro Manila Development Authority, the Department of Transportation and Communications and the agencies under it, and local government units coordinate their street and traffic plans to minimize traffic congestion? Imagine the billions of pesos squandered in lost man-hours, lost opportunities, lost wages, late deliveries, wasted fuel, etc. All because of stupid, or lack of, planning. It is as if all these government agencies are conniving to irritate the motoring public. Ano ba kuya?",Neal H. Cruz,"5:12 AM | Monday, December 1st, 2014",,yes,2014-12-01 00:00:00,reports on traffic congestion,,,,,,,,english,,http://opinion.inquirer.net/80582/metro-traffic-getting-worse-every-day,,"quezon, metro manila, baguio, quezon city, manila, pasig",text,,506.0,,2583.0,,pia,,,traffic congestion,5.0,Commentary or Editorial,,,,,,inquirer,no,,,,,Metro traffic getting worse every day | Inquirer Opinion,,,
2014-12-01,,,,"The bid submission deadline for the governments first Integrated Transport System public private partnership deal, known as the ITS-Southwest Terminal, has been pushed back almost two weeks to provide time for final clearances. In a bid bulletin, the transportation department said the deadline for the P2.5-billion project, which was rolled out on Dec. 27 last year, was moved from Dec. 1 to Dec. 12, 2014. The ITS system was designed to create intermodal hubs where provincial buses would disembark passengers to transfer to other in-city modes of transport such as MRT3 or LRT1, city buses and UV Express vans. The system is aimed at easing congestion in Metro Manila. The Southwest Terminal of the ITS project will be constructed on a 4.6-hectare land near the Manila-Cavite Expressway. The project will include passenger terminal buildings, arrival and departure bays, public information systems, ticketing and baggage handling facilities, and park-ride facilities. The private partner will undertake the design, construction, and financing of the ITS terminal as well as the operation and maintenance of the whole facility. It can also undertake commercial development and collect revenues generated from the same, information on the PPP Centers website showed. The concession period, including construction, runs 35 years, it added. Just last week, four groups submitted pre-qualification requirements for the governments second ITS project, the P4-billion South Terminal, which will be put up near the Food Terminal Inc. compound in Taguig.",,"2:55 AM | Monday, December 1st, 2014",,yes,2014-12-01 00:00:00,"road infrastructure repair,maintenance",,,,,,,,english,,http://business.inquirer.net/182822/govt-moves-transport-system-bid-deadline,,cavite,text,,640.0,,1591.0,,pia,,,"vehicle safety and maintenance, road infrastructure",5.0,Straight News,,,,,"improvement of road infrastructure, improvement of mass public transport infrastructure",inquirer,no,,,,,Govt moves transport system bid deadline | Inquirer Business,,,
2014-07-04,,,,"  A major risk to the economic growth story is the truck ban in Manila, ""an unwarranted exercise of power,"" University of Asia and the Pacific economist Vic Abola said during First Metro Investment Corp.'s mid-year briefing in Makati City.  ""They should revoke the ban, because it's just creating traffic in other places and it's not delivering the goods,"" he said.  ""The President needs to take action. Yes there's a problem, but the problem cannot be solved by one person,"" he added.  Last February, the from Manila's main thoroughfares from 5 a.m. to 9 p.m., a move that created a backlog in deliveries to, through and from the Port of Manila.  Covered by the ban are cargo trucks, gravel and sand trucks, cement mixers, eight-wheelers and any truck with a gross vehicle weight of at least 4,500 kilograms.  With the truck ban, cargo ships started forming a queue at the Port of Manila translating to higher freight costs and higher spoilage in terms of perishable products, Abola noted.  ""There are some importers that are taking two to four weeks to get the goods brought down to the port, and then the problem of getting them out,"" he said.  ""That's why we're seeing faster increase in food prices,"" he added.  Abola cited a Citi report which says economic losses from the truck ban could range between P61.2 billion to P320 billion.  ""We are already feeling it and this is being felt in inflation rates,"" he said.  Lower prices of alcoholic beverages, tobacco and utilities helped slow down to 4.4 percent from 4.5 percent in June, but was still on the higher end of the 3 to 5 percent government target, the Philippine Statistics Authority (PSA) reported.  The government should look for a long-term solution to the problem in traffic and transfer of goods, Abola said. ""But certainly, doing it overnight is not a solution.""  ""This requires a whole strategy of incentives and alternatives to make the system work consistent with the long term objective of moving more goods through Subic and Batangas,"" he added.      MMDA data showed there are 79,850 cargo trucks and 13,615 trailers plying the streets of Metro Manila each day.  But even with the truck ban, cargo volume still increased by 5 percent in the first quarter, Manila Vice Mayor Isko Moreno said in an e-mail to GMA News Online.  ""Data released by the Philippine Ports Authority (PPA) showed that while cargo volume slowed down in the first quarter of the year, it still inched up close to 5 percent to 44.94 million metric tons compared with 42.942 million MT in the same period last year,"" he said.  The vice mayor said the problem on the supply side is not because of the truck ban, but in the port system of the country.  ""The problem of port congestion and system, or the lack of it, is something that the PPA and other concerned agencies should deal with,"" Moreno said.  ""In fact, as the good professor pointed out, the Port of Batangas and Subic are underutilized and it's high time for the national government to address this concern,"" he added.  The vice mayor went on to say the truck ban only highlighted the apparent inadequacies in the Philippine port system.  ""The effects of daytime truck ban is just being magnified but the fact is, there is already an existing truck ban from MMDA and we only added an hour in the morning and afternoon. Truckers have a 10 a.m. to 5 p.m. window... aside from the 24/7 Express Trade Lane we provided on Roxas Boulevard,"" Moreno said.  Last May 30, Manila Mayor Joseph Estrada said the city government and truck operators agreed to allow along Roxas Boulevard but the ban will remain in effect in other roads in the city.  However, UA&P's Abola said only 20 percent are able to use the express lane.  ""The number of trucks using express lane is only 20 percent so the truckers will have to charge higher fees, apart from the [fees] of shipping companies,"" he said.  Under the modified truck ban policy, only trucks loaded with deliveries are exempted from the ban from Mondays to Saturdays as long as they use designated routes.  Trucks without cargo will only be allowed to use roads in Manila from 10 a.m. to 3 p.m., Mondays to Saturdays. ",DANESSA O. RIVERA,,Academic institutions,yes,2014-07-04 00:00:00,truck ban,,,,,,,,english,,http://www.gmanetwork.com/news/story/368747/economy/business/manila-truck-ban-to-derail-phl-economy,,"batangas, metro manila, makati, manila, roxas",text,,851.0,,850.0,,pia,,,truck ban,4.5,Straight News,,,,,,gmanetwork,no,,,,,Manila truck ban to derail PHL economy | Economy | GMA News Online,,,
2014-12-02,,,Vehicle users,"MANILA, PhilippinesA day after seeking a lifetime ban on the Maserati driver who mauled a traffic enforcer, Quezon City Rep. Winston Castelo has filed an anti-road rage bill that will impose stiffer penalties against those he termed monsters on wheels. Castelo filed House Bill No. 4910 to amend the Revised Penal Code and include road rage as an aggravating circumstance. Road rage can lead to altercations, assaults or collisions that result in injuries or even deaths, he said. In his explanatory note, Castelo defined road rage as aggressive or angry behavior by a driver of an automobile or other road vehicle. Castelo described such behavior as rude gestures, verbal insults, deliberately driving in an unsafe or threatening manner or making threats. Castelos bill will punish drivers with a minimum six-month suspension of their license. On Sunday, Castelo urged authorities to impose a lifetime ban on Joseph Russel Ingco, the driver of the Maserati who mauled a Metropolitan Manila Development Authority traffic constable. Castelo, chair of the House committee on Metro Manila development, said a perpetual driving ban on Ingco would serve as a lesson for hot-tempered motorists to refrain from unnecessarily venting their ire on traffic enforcers. Castelo said Ingco deserved the maximum punishment because this kind of monsters on wheels make the streets dangerous for other people. Meanwhile, Ingco reportedly had two gun licenses registered with the Philippine National Police but these had expired. Ingco owned a Glock 9-mm pistol and a high-powered Bushmaster rifle based on a check with the PNP Firearms and Explosives Office (FEO). Data from the FEOs Firearms Information Management System showed that Ingco, with registered address at Valencia Hills, New Manila, in Quezon City, had expired licenses for the two firearms. The license for the Glock was approved in August 2009 and expired in June 2011, while the Bushmaster license was approved in September 2010 and expired in June 2012. A police source said it was unclear if the firearms were sold or transfered to new owners.",Gil C. Cabacungan,"4:56 AM | Tuesday, December 2nd, 2014","Philippine National Police, Metropolitan Manila Development Authority",yes,2014-12-02 00:00:00,"formulation of legislationlocal ordinances,enforcement of existing lawsordinances,road rage",,,,,,,,english,,http://newsinfo.inquirer.net/654020/bill-seeks-harsher-penalties-for-road-rage,,"quezon, metro manila, valencia, quezon city, manila",text,#maserati,61.0,,2375.0,,mavie,Quezon City Rep. Winston Castelo has filed an anti-road rage bill that will impose stiffer penalties against road rage. Castelo filed House Bill No. 4910 to amend the Revised Penal Code and include road rage as an aggravating circumstance.,,"policy and legislation, traffic enforcement and violations",7.5,Straight News,,,,,new legislation against road rage,inquirer,yes,no,,,,Bill seeks harsher penalties for road rage | Inquirer News,Neutral,,
2014-12-02,,,Vehicle users,"MANILA - A Maserati driver who allegedly assaulted a traffic enforcer is lamenting the call of a lawmaker that he be meted a lifetime driving ban, saying he did not even commit a traffic violation during the incident. Speaking to ABS-CBN's Umagang Kay Ganda, businessman Joseph Russel Ingco said traffic constable Jorbe Adriatico did not ask for his license when he made a U-turn on Araneta Avenue. Instead, he said Adriatico flagged him down for an alleged traffic violation and then shoved his phone in his face to take a video. ""Unang-una, hindi naman niya ako hiningan ng lisensiya. Idinuldul niya sa mukha ko yung video. Video agad ang sinasabi niya. Natural lang ang reaksyon ko hawiin. Talagang magagalit ka at hindi naman normal yun sa traffic enforcer na ganun ang gagawin sa iyo. Nasa mukha ko na po. Kung may violation ako, dapat ang sinabi 'Akin na yung lisensiya mo.' Ito ang violation,"" he said in an interview on ABS-CBN's Umagang Kay Ganda. Adriatico earlier accused Ingco of trying to make an illegal left turn at the corner of Quezon Avenue and Araneta Avenue before the latter changed his mind and made a U-turn. He also accused Ingco of shouting invectives at him, flashing a before trying to take his phone. He also accused the Maserati driver of punching him and breaking his nose while driving away from the site. In a separate interview, Ingco denied cursing the MMDA traffic enforcer, flashing the dirty finger at him or even trying to take his cellphone. He said that after he made the U-turn, Adriatico was already in the middle of the street and flagged him down. He said Adriatico told him: ""May video ka! May video ka!"" Ingco said he stopped his vehicle and rolled down his window to ask about his alleged violation since that was the right process. He said that when he shoved away the phone, Adriatico got mad and slapped him in the face. ""Hinampas niya ako sa mukha. Duon na ho nagsimula yun. Nagbubunuan na kami,"" he said, adding the Maserati was not moving during the altercation. He also said that Adriatico was trying to force him out of the vehicle. ""Sabi ko 'Bos, tama na.' Hanggang sa ginawa ko, unti-unti, inandar ko kasi gusto ko umalis siya sa akin. Kung mapapansin niyo, pumepreno rin iyon kasi nagpupula...Hindi siya bumibitaw,"" he said. Ingco said it is not possible that he was holding on to Adriatico while driving and at the same time punching the MMDA enforcer. He said that all throughout the altercation, it was Adriatico who held on to his shirt and would not let go. He said a video taken during the altercation showed that he was driving the car slowly in an effort to shake off the traffic enforcer. ""Hindi siya bumibitaw (motions to shirt lapel and arm). Nagbubunuan kami...Hinampas ko siya pero hindi siya bumibitaw. Tapos dinuduraan pa niya ako,"" he said. He said Ingco only let go after his shirt was torn off. In the interview, Ingco said he does not understand why he would be meted a . ""Bakit naman ho? Ako na nga ang na-agrabyado dito. Tapos kung iisipin natin pinara ako ng walang dahilan. Wala naman akong violation. Dinuldul sa mukha ko yung telepono. Minura ako, dinuraan ako. Kung titignan natin, ganito ba ang hustisya sa atin? Isang panig lang ang makikinig,"" he said in the UKG interview. He also noted that other motorists have complained about Adriatico's abusive behavior. He denied that he is paying other motorists to come forward against Adriatico, saying he did not even know about the complaints. Lawyer Ed Padernal, Ingco's counsel, said the only basis for revoking a driver's license is the motorist committed a traffic violation. ""There should be a grave reason to revoke the license,"" he said. For his part, Quezon City 2nd District Rep. Winston Castelo said he only wants a lifetime driving ban imposed on Ingco if he is found guilty of road rage. ""I want to send a message not just in this case but to the general public that we will impose a higher penalty if there is injury as a result of road rage,"" he said. The congressman admitted he has yet to speak to either Ingco or Adriatico. However, he said he talked to MMDA Chairman Francis Tolentino who said he stands by a preliminary investigation that Ingco may be the guilty party based on the testimony of other MMDA personnel and witnesses. Ingco urged the MMDA Chairman to again look at his case to see who is telling the truth. He also told Adriatico: ""You know what happened. You know the truth.""",,"By David Dizon, ABS-CBNnews.com",Metropolitan Manila Development Authority,yes,2014-12-02 00:00:00,"enforcement of existing lawsordinances,road rage",,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/12/02/14/maserati-driver-adriatico-didnt-ask-my-license,,"quezon city, quezon",text,#maserati,120.0,,1383.0,,mavie,,,traffic enforcement and violations,6.5,Straight News,,,,,"improvement of traffic enforcement, stricter drivers license regulation, lifetime ban from driving for road rage perpetrators",abs-cbnnews,yes,no,,,,Maserati driver: Adriatico didn't ask for my license,Neutral,,
2014-08-20,,,,"MANILA, PhilippinesSaying that the continuous implementation of the expanded truck ban in Manila and Joint Administrative Order (JAO) No. 2014-01 against colorum trucks may adversely affect the countrys economic growth, an official of the Philippine Chamber of Commerce and Industry (PCCI) has urged the government to put on hold the implementation of the two policies until the end of the year. PCCI president Alfredo M. Yao issued the appeal on Tuesday as he stressed that the worsening congestion problem at the Port of Manila would require the temporary suspension of both policies until port operations return to normal. We need to do these things slowly, depending on the capacity or how fast the agencies can process all the applications, Yao told reporters in an interview. There is no room anymore for finger-pointing as to who should be blamed. But we need to work on the remedy now and what we are suggesting is for us to go back to pre-February levels, meaning to have a situation without the expanded truck ban policy and other new policies, he said. Under the policy aimed at easing traffic flow in Manila, eight wheelers and vehicles with a gross weight of above 4,500 kilos have been barred from plying the citys streets between 5 a.m. and 9 p.m. As a concession to truckers groups who went on a trucking holiday to protest the move, the city government said they could also operate between 10 a.m. and 5 p.m. Two 24/7 express trade lanes were also opened for their exclusive use on Roxas Boulevard and on Quirino Avenue-Osmea Highway and South Superhighway. On the other hand, JAO No. 2014-01 issued by the Department of Transportation and Communications, Land Transportation Franchising and Regulatory Board (LTFRB) and Land Transportation Office which took effect on June 19 imposed stricter fines on colorum vehicles. The penalty for first-time offenders was P1 million for buses, P200,000 for trucks and vans, P50,000 for jeepneys and P120,000 for cars. After some government and business officials expressed concern over the possible repercussions on the economy of the crackdown against colorum trucks, the LTFRB gave operators until Aug. 15 to apply for a provisional authority to protect them from apprehension. However, they should have their franchise applications approved before the Oct. 17 deadline, the agency warned.",Amy R. Remo,"5:11 AM | Wednesday, August 20th, 2014",,yes,2014-08-20 00:00:00,truck ban,,,,,,,,english,,http://newsinfo.inquirer.net/630887/clamor-still-on-vs-manila-truck-ban-despite-2-express-lanes,,"quirino, manila, roxas",text,,451.0,,1055.0,,candice,,,truck ban,5.5,Straight News,,,,,,inquirer,no,,,,,Clamor still on vs Manila truck ban despite 2 express lanes | Inquirer News,Neutral,,
